label,id,term
cylindrical coordinate system,603,https://isotc211.geolexica.org/api/concepts#cylind_coord_system
depth,605,https://isotc211.geolexica.org/api/concepts#depth
height,614,https://isotc211.geolexica.org/api/concepts#height
linear coordinate system,617,https://isotc211.geolexica.org/api/concepts#linear_coord_system
map projection,618,https://isotc211.geolexica.org/api/concepts#map_projection
pixel,619,https://isotc211.geolexica.org/api/concepts#pixel
polar coordinate system,620,https://isotc211.geolexica.org/api/concepts#polar_coord_system
semi-major axis,622,https://isotc211.geolexica.org/api/concepts#semi_major_axis
semi-minor axis,623,https://isotc211.geolexica.org/api/concepts#semi_minor_axis
unit,627,https://isotc211.geolexica.org/api/concepts#unit
vertical datum,629,https://isotc211.geolexica.org/api/concepts#vertical_datum
transportation mode,630,https://isotc211.geolexica.org/api/concepts#transportation_mode
data quality basic measure,632,https://isotc211.geolexica.org/api/concepts#data_quality_basic_measure
resolution (of a sensor),639,https://isotc211.geolexica.org/api/concepts#resolution_sensor
scene,640,https://isotc211.geolexica.org/api/concepts#scene
foliation,642,https://isotc211.geolexica.org/api/concepts#foliation
leaf (one parameter set of geometries),643,https://isotc211.geolexica.org/api/concepts#leaf_one_parameter
one parameter set of geometries,644,https://isotc211.geolexica.org/api/concepts#one_param_set_geom
prism (one parameter set of geometries),645,https://isotc211.geolexica.org/api/concepts#prism_one_param_set_geom
trajectory,646,https://isotc211.geolexica.org/api/concepts#trajectory
active object,656,https://isotc211.geolexica.org/api/concepts#active_object
basic service,658,https://isotc211.geolexica.org/api/concepts#basic_service
continuous change,659,https://isotc211.geolexica.org/api/concepts#continuous_change
coupling,660,https://isotc211.geolexica.org/api/concepts#coupling
digital item,661,https://isotc211.geolexica.org/api/concepts#digital_item
discrete change,662,https://isotc211.geolexica.org/api/concepts#discrete_change
discrete spatiotemporal object,663,https://isotc211.geolexica.org/api/concepts#discrete_spatiotemp_object
distance measure,664,https://isotc211.geolexica.org/api/concepts#distance_measure
distance metric,665,https://isotc211.geolexica.org/api/concepts#distance_metric
identity,667,https://isotc211.geolexica.org/api/concepts#identity
integration,668,https://isotc211.geolexica.org/api/concepts#integration
interoperate,669,https://isotc211.geolexica.org/api/concepts#interoperate
license,670,https://isotc211.geolexica.org/api/concepts#license
loosely coupled interface,672,https://isotc211.geolexica.org/api/concepts#loosely_coupled_interface
passive object,677,https://isotc211.geolexica.org/api/concepts#passive_object
passive tracking,678,https://isotc211.geolexica.org/api/concepts#passive_tracking
resource (ICT),679,https://isotc211.geolexica.org/api/concepts#resourceICT
right,680,https://isotc211.geolexica.org/api/concepts#right
rights management,681,https://isotc211.geolexica.org/api/concepts#rights_management
service broker,683,https://isotc211.geolexica.org/api/concepts#service_broker
service oriented architecture,684,https://isotc211.geolexica.org/api/concepts#service_oriented_architecture
spacestamp,685,https://isotc211.geolexica.org/api/concepts#spacestamp
state (of an object),686,https://isotc211.geolexica.org/api/concepts#state_of_object
target,687,https://isotc211.geolexica.org/api/concepts#target
temporal sequence,688,https://isotc211.geolexica.org/api/concepts#temporal_sequence
timestamp,689,https://isotc211.geolexica.org/api/concepts#timestamp
tracking device,690,https://isotc211.geolexica.org/api/concepts#tracking_device
user,691,https://isotc211.geolexica.org/api/concepts#user
child element (XML);,692,https://isotc211.geolexica.org/api/concepts#child_element_XML
observable type,693,https://isotc211.geolexica.org/api/concepts#observable_type
polygon,695,https://isotc211.geolexica.org/api/concepts#polygon
range,696,https://isotc211.geolexica.org/api/concepts#range
schema document (XML Schema),697,https://isotc211.geolexica.org/api/concepts#schema_document_XML_Schema
schema (XML Schema),698,https://isotc211.geolexica.org/api/concepts#schema_XML_Schema
UML application schema,699,https://isotc211.geolexica.org/api/concepts#UML_application_schema
compound coordinate reference system,702,https://isotc211.geolexica.org/api/concepts#compound_coord_ref_system
coordinate reference system,703,https://isotc211.geolexica.org/api/concepts#coord_ref_system
datum,704,https://isotc211.geolexica.org/api/concepts#datum
engineering coordinate reference system,706,https://isotc211.geolexica.org/api/concepts#engin_coord_ref_system
geodetic coordinate reference system,707,https://isotc211.geolexica.org/api/concepts#geodetic_coord_ref_system
geodetic datum,708,https://isotc211.geolexica.org/api/concepts#geodetic_datum
image coordinate reference system,709,https://isotc211.geolexica.org/api/concepts#image_coord_ref_system
image datum,710,https://isotc211.geolexica.org/api/concepts#image_datum
meridian,711,https://isotc211.geolexica.org/api/concepts#meridian
spherical coordinate system,713,https://isotc211.geolexica.org/api/concepts#spherical_coord_system
vertical coordinate reference system,715,https://isotc211.geolexica.org/api/concepts#vertical_coord_ref_system
vertical coordinate system,716,https://isotc211.geolexica.org/api/concepts#vertical_coord_system
base representation (moving features),717,https://isotc211.geolexica.org/api/concepts#base_rep_moving_features
sensor model,720,https://isotc211.geolexica.org/api/concepts#sensor_model
component (UML),724,https://isotc211.geolexica.org/api/concepts#componentUML
composition (UML),725,https://isotc211.geolexica.org/api/concepts#compositionUML
generalization (UML),726,https://isotc211.geolexica.org/api/concepts#generalizationUML
instance (UML),727,https://isotc211.geolexica.org/api/concepts#instanceUML
type (UML),728,https://isotc211.geolexica.org/api/concepts#typeUML
coordinate set,729,https://isotc211.geolexica.org/api/concepts#coordinate_set
altitude,733,https://isotc211.geolexica.org/api/concepts#altitude2
constraint,734,https://isotc211.geolexica.org/api/concepts#constraint
coordinate tuple,735,https://isotc211.geolexica.org/api/concepts#coordinate_tuple
correctness,736,https://isotc211.geolexica.org/api/concepts#correctness
error,738,https://isotc211.geolexica.org/api/concepts#error
navigation constraint,740,https://isotc211.geolexica.org/api/concepts#navigation_constraint
traveller,744,https://isotc211.geolexica.org/api/concepts#traveller
vehicle,745,https://isotc211.geolexica.org/api/concepts#vehicle
version (temporal),746,https://isotc211.geolexica.org/api/concepts#version_temporal
design coordinate reference system,754,https://isotc211.geolexica.org/api/concepts#design_coord_ref_system
graphical language,755,https://isotc211.geolexica.org/api/concepts#graphical_language
graph,756,https://isotc211.geolexica.org/api/concepts#graph
geometry value object,757,https://isotc211.geolexica.org/api/concepts#geometry_value_object
geometry value pair,758,https://isotc211.geolexica.org/api/concepts#geometry_value_pair
coordinate conversion,762,https://isotc211.geolexica.org/api/concepts#coordinate_conversion
coordinate transformation,763,https://isotc211.geolexica.org/api/concepts#coordinate_transformation
geoid,764,https://isotc211.geolexica.org/api/concepts#geoid
projected coordinate reference system,765,https://isotc211.geolexica.org/api/concepts#projected_coord_ref_system
feature reference,774,https://isotc211.geolexica.org/api/concepts#feature_reference
traversal (XML),785,https://isotc211.geolexica.org/api/concepts#traversalXML
digital elevation model,789,https://isotc211.geolexica.org/api/concepts#digital_elevation_model
digital number,790,https://isotc211.geolexica.org/api/concepts#digital_number
geographic imagery,792,https://isotc211.geolexica.org/api/concepts#geographic_imagery
geographic imagery scene,793,https://isotc211.geolexica.org/api/concepts#geographic_imagery_scene
metric traceability,794,https://isotc211.geolexica.org/api/concepts#metric_traceability
orthoimage,795,https://isotc211.geolexica.org/api/concepts#orthoimage
transfer unit,800,https://isotc211.geolexica.org/api/concepts#transfer_unit
identifier,801,https://isotc211.geolexica.org/api/concepts#identifier
predicate,807,https://isotc211.geolexica.org/api/concepts#predicate
predicate expression,808,https://isotc211.geolexica.org/api/concepts#predicate_expression
property,809,https://isotc211.geolexica.org/api/concepts#property
classification system,810,https://isotc211.geolexica.org/api/concepts#classification_system
legend,813,https://isotc211.geolexica.org/api/concepts#legend
a posteriori classification,815,https://isotc211.geolexica.org/api/concepts#a_posteriori_classification
a priori classification,816,https://isotc211.geolexica.org/api/concepts#a_priori_classification
land cover,819,https://isotc211.geolexica.org/api/concepts#land_cover
GML document,824,https://isotc211.geolexica.org/api/concepts#GML_document
GML profile,825,https://isotc211.geolexica.org/api/concepts#GML_profile
GML schema,826,https://isotc211.geolexica.org/api/concepts#GML_schema
platform,831,https://isotc211.geolexica.org/api/concepts#platform
polarization,832,https://isotc211.geolexica.org/api/concepts#polarization
spectral resolution,835,https://isotc211.geolexica.org/api/concepts#spectral_resolution
namespace,838,https://isotc211.geolexica.org/api/concepts#namespace
realization,839,https://isotc211.geolexica.org/api/concepts#realization
polymorphism,840,https://isotc211.geolexica.org/api/concepts#polymorphism
parametric coordinate system,841,https://isotc211.geolexica.org/api/concepts#parametric_coord_system
parametric coordinate reference system,842,https://isotc211.geolexica.org/api/concepts#parametric_coord_ref_system
parametric datum,843,https://isotc211.geolexica.org/api/concepts#parametric_datum
spatio-parametric coordinate system,844,https://isotc211.geolexica.org/api/concepts#spatio_param_coord_system
spatio-parametric-temporal coordinate system,845,https://isotc211.geolexica.org/api/concepts#spatio_param_temp_coord_system
band,846,https://isotc211.geolexica.org/api/concepts#band
calibration,847,https://isotc211.geolexica.org/api/concepts#calibration
classification,848,https://isotc211.geolexica.org/api/concepts#classification
classified object,849,https://isotc211.geolexica.org/api/concepts#classified_object
classifier,850,https://isotc211.geolexica.org/api/concepts#classifier
compound registry,851,https://isotc211.geolexica.org/api/concepts#compound_registry
feature association concept,852,https://isotc211.geolexica.org/api/concepts#feature_association_concept
feature attribute concept,853,https://isotc211.geolexica.org/api/concepts#feature_attribute_concept
feature catalogue,854,https://isotc211.geolexica.org/api/concepts#feature_catalogue
feature concept,855,https://isotc211.geolexica.org/api/concepts#feature_concept
feature concept dictionary,856,https://isotc211.geolexica.org/api/concepts#feature_concept_dictionary
feature operation concept,857,https://isotc211.geolexica.org/api/concepts#feature_operation_concept
hierarchical register,859,https://isotc211.geolexica.org/api/concepts#hierarchical_register
imagery,860,https://isotc211.geolexica.org/api/concepts#imagery
legend class,861,https://isotc211.geolexica.org/api/concepts#legend_class
measurable quantity,862,https://isotc211.geolexica.org/api/concepts#measurable_quantity
nominal value,863,https://isotc211.geolexica.org/api/concepts#nominal_value
pass,864,https://isotc211.geolexica.org/api/concepts#pass
picture original,865,https://isotc211.geolexica.org/api/concepts#picture_original
picture portrayal,866,https://isotc211.geolexica.org/api/concepts#picture_portrayal
policy,867,https://isotc211.geolexica.org/api/concepts#policy
radiance,868,https://isotc211.geolexica.org/api/concepts#radiance
validation,871,https://isotc211.geolexica.org/api/concepts#validation
associative concept system,873,https://isotc211.geolexica.org/api/concepts#assoc_concept_system
broader concept,874,https://isotc211.geolexica.org/api/concepts#broader_concept
characteristic,875,https://isotc211.geolexica.org/api/concepts#characteristic
delimiting characteristic,876,https://isotc211.geolexica.org/api/concepts#delimiting_characteristic
domain (general vocabulary),879,https://isotc211.geolexica.org/api/concepts#domain_general_vocab
domain concept,880,https://isotc211.geolexica.org/api/concepts#domain_concept
essential characteristic,881,https://isotc211.geolexica.org/api/concepts#essential_characteristic
general concept,882,https://isotc211.geolexica.org/api/concepts#general_concept
generic concept,883,https://isotc211.geolexica.org/api/concepts#generic_concept
generic concept system,884,https://isotc211.geolexica.org/api/concepts#generic_concept_system
generic relation,885,https://isotc211.geolexica.org/api/concepts#generic_relation
genus-species relation,886,https://isotc211.geolexica.org/api/concepts#genus_species_relation
homonymy,887,https://isotc211.geolexica.org/api/concepts#homonymy
intension,888,https://isotc211.geolexica.org/api/concepts#intension
monosemy,889,https://isotc211.geolexica.org/api/concepts#monosemy
narrower concept,890,https://isotc211.geolexica.org/api/concepts#narrower_concept
partitive relation,891,https://isotc211.geolexica.org/api/concepts#partitive_relation
part-whole relation,892,https://isotc211.geolexica.org/api/concepts#part_whole_relation
polysemy,893,https://isotc211.geolexica.org/api/concepts#polysemy
superordinate concept,894,https://isotc211.geolexica.org/api/concepts#superordinate_concept
subordinate concept,895,https://isotc211.geolexica.org/api/concepts#subordinate_concept
synonymy,896,https://isotc211.geolexica.org/api/concepts#synonymy
system of concepts,897,https://isotc211.geolexica.org/api/concepts#system_concepts
technical dictionary,898,https://isotc211.geolexica.org/api/concepts#technical_dictionary
terminological data,900,https://isotc211.geolexica.org/api/concepts#terminological_data
terminological data,901,https://isotc211.geolexica.org/api/concepts#terminological_dictionary
terminological entry,902,https://isotc211.geolexica.org/api/concepts#terminological_entry
vocabulary,903,https://isotc211.geolexica.org/api/concepts#vocabulary
resolution (coordinate),904,https://isotc211.geolexica.org/api/concepts#resolution_coordinate
sexagesimal degree,905,https://isotc211.geolexica.org/api/concepts#sexagesimal_degree
GML application schema,906,https://isotc211.geolexica.org/api/concepts#GML_application_schema2
concept harmonization,907,https://isotc211.geolexica.org/api/concepts#concept_harmonization
designation,908,https://isotc211.geolexica.org/api/concepts#designation
designator,909,https://isotc211.geolexica.org/api/concepts#designator
extension,910,https://isotc211.geolexica.org/api/concepts#extension
language,911,https://isotc211.geolexica.org/api/concepts#language
terminological record identifier,912,https://isotc211.geolexica.org/api/concepts#term_record_identifier
terminology repository,913,https://isotc211.geolexica.org/api/concepts#terminology_repository
feature inheritance,914,https://isotc211.geolexica.org/api/concepts#feature_inheritance
feature relationship,915,https://isotc211.geolexica.org/api/concepts#feature_relationship
data compaction,916,https://isotc211.geolexica.org/api/concepts#data_compaction
matrix,918,https://isotc211.geolexica.org/api/concepts#matrix
UML template,919,https://isotc211.geolexica.org/api/concepts#UML_template
adjustable model parameters,922,https://isotc211.geolexica.org/api/concepts#adjustable_model_parameters
aperture reference point,925,https://isotc211.geolexica.org/api/concepts#aperture_reference_point
azimuth resolution (SAR),927,https://isotc211.geolexica.org/api/concepts#azimuth_resolution_SAR
beam width (SAR),928,https://isotc211.geolexica.org/api/concepts#beam_width_SAR
calibrated focal length,930,https://isotc211.geolexica.org/api/concepts#calibrated_focal_length
Correspondence Model,932,https://isotc211.geolexica.org/api/concepts#Correspondence_Model
cross-track,933,https://isotc211.geolexica.org/api/concepts#cross_track
fiducial centre,937,https://isotc211.geolexica.org/api/concepts#fiducial_centre
frame sensor,939,https://isotc211.geolexica.org/api/concepts#frame_sensor
geolocation information,942,https://isotc211.geolexica.org/api/concepts#geolocation_information
georeferencing,944,https://isotc211.geolexica.org/api/concepts#georeferencing
grazing angle (SAR),945,https://isotc211.geolexica.org/api/concepts#grazing_angle_SAR
ground range (SAR),947,https://isotc211.geolexica.org/api/concepts#ground_range_SAR
image formation (SAR),951,https://isotc211.geolexica.org/api/concepts#image_formation_SAR
image-identifiable ground control point,952,https://isotc211.geolexica.org/api/concepts#image_id_grnd_ctrl_point
image plane,953,https://isotc211.geolexica.org/api/concepts#image_plane
incident angle,954,https://isotc211.geolexica.org/api/concepts#incident_angle
layover,955,https://isotc211.geolexica.org/api/concepts#layover
perspective centre,958,https://isotc211.geolexica.org/api/concepts#perspective_centre
Physical Sensor Model,960,https://isotc211.geolexica.org/api/concepts#Physical_Sensor_Model
pushbroom sensor,963,https://isotc211.geolexica.org/api/concepts#pushbroom_sensor
range bin (SAR),965,https://isotc211.geolexica.org/api/concepts#range_bin_SAR
scan mode,968,https://isotc211.geolexica.org/api/concepts#scan_mode
slant plane (SAR),971,https://isotc211.geolexica.org/api/concepts#slant_plane_SAR
slant range (SAR),972,https://isotc211.geolexica.org/api/concepts#slant_range_SAR
slant range direction (SAR),973,https://isotc211.geolexica.org/api/concepts#slant_range_direction_SAR
spotlight mode (SAR),974,https://isotc211.geolexica.org/api/concepts#spotlight_mode_SAR
squint angle (SAR),975,https://isotc211.geolexica.org/api/concepts#squint_angle_SAR
True Replacement Model,978,https://isotc211.geolexica.org/api/concepts#True_Replacement_Model
georectified,982,https://isotc211.geolexica.org/api/concepts#georectified
ground control point,983,https://isotc211.geolexica.org/api/concepts#ground_control_point
active sensing system,985,https://isotc211.geolexica.org/api/concepts#active_sensing_system
along-track,986,https://isotc211.geolexica.org/api/concepts#along_track
broadside (SAR),988,https://isotc211.geolexica.org/api/concepts#broadside_SAR
Doppler angle (SAR),990,https://isotc211.geolexica.org/api/concepts#Doppler_angle_SAR
Doppler shift,991,https://isotc211.geolexica.org/api/concepts#Doppler_shift
fiducial mark,994,https://isotc211.geolexica.org/api/concepts#fiducial_mark
geolocating,995,https://isotc211.geolexica.org/api/concepts#geolocating
geopositioning,996,https://isotc211.geolexica.org/api/concepts#geopositioning
ground reference point,999,https://isotc211.geolexica.org/api/concepts#ground_ref_point
ground sampling distance,1000,https://isotc211.geolexica.org/api/concepts#ground_sampling_distance
image distortion,1002,https://isotc211.geolexica.org/api/concepts#image_distortion
impulse response,1003,https://isotc211.geolexica.org/api/concepts#impulse_response
internal coordinate reference system,1004,https://isotc211.geolexica.org/api/concepts#internal_coord_ref_system
passive sensor,1005,https://isotc211.geolexica.org/api/concepts#passive_sensor
platform coordinate reference system,1006,https://isotc211.geolexica.org/api/concepts#platform_coord_ref_system
principal point of autocollimation,1007,https://isotc211.geolexica.org/api/concepts#principal_point_autocol
projection centre,1008,https://isotc211.geolexica.org/api/concepts#projection_centre
range direction (SAR),1009,https://isotc211.geolexica.org/api/concepts#range_direction_SAR
range resolution,1010,https://isotc211.geolexica.org/api/concepts#range_resolution
range vector,1011,https://isotc211.geolexica.org/api/concepts#range_vector
ScanSAR mode,1012,https://isotc211.geolexica.org/api/concepts#ScanSAR_mode
sensor model (geopositioning),1013,https://isotc211.geolexica.org/api/concepts#sensor_model_geopositioning
accuracy,1014,https://isotc211.geolexica.org/api/concepts#accuracy2
feature identifier,1018,https://isotc211.geolexica.org/api/concepts#feature_identifier
filter capabilities XML,1019,https://isotc211.geolexica.org/api/concepts#filter_capabilities_XML
filter expression,1020,https://isotc211.geolexica.org/api/concepts#filter_expression
filter expression processor,1021,https://isotc211.geolexica.org/api/concepts#filter_expression_processor
identification convention,1022,https://isotc211.geolexica.org/api/concepts#identification_convention
land use,1028,https://isotc211.geolexica.org/api/concepts#land_use
literal value,1029,https://isotc211.geolexica.org/api/concepts#literal_value
relocate (reference),1036,https://isotc211.geolexica.org/api/concepts#relocate_reference
response model,1042,https://isotc211.geolexica.org/api/concepts#response_model
domain feature,1063,https://isotc211.geolexica.org/api/concepts#domain_feature
grid coordinate system,1069,https://isotc211.geolexica.org/api/concepts#grid_coord_system
linear element,1073,https://isotc211.geolexica.org/api/concepts#linear_element
Linear Referencing System,1079,https://isotc211.geolexica.org/api/concepts#Linear_Referencing_System2
linearly located,1081,https://isotc211.geolexica.org/api/concepts#linearly_located
product,1097,https://isotc211.geolexica.org/api/concepts#product
quality,1102,https://isotc211.geolexica.org/api/concepts#quality2
sensor,1108,https://isotc211.geolexica.org/api/concepts#sensor
sub-process,1111,https://isotc211.geolexica.org/api/concepts#sub_process
template (UML),1114,https://isotc211.geolexica.org/api/concepts#template_UML
data compression,1118,https://isotc211.geolexica.org/api/concepts#data_compression
detector,1119,https://isotc211.geolexica.org/api/concepts#detector
external coordinate reference system,1121,https://isotc211.geolexica.org/api/concepts#external_coord_ref_system
gimbal,1122,https://isotc211.geolexica.org/api/concepts#gimbal
gyroscope,1123,https://isotc211.geolexica.org/api/concepts#gyroscope
Synthetic Aperture Radar,1124,https://isotc211.geolexica.org/api/concepts#Synthetic_Aperture_Radar
stripmap mode (SAR),1125,https://isotc211.geolexica.org/api/concepts#stripmap_mode_SAR
whiskbroom sensor,1126,https://isotc211.geolexica.org/api/concepts#whiskbroom_sensor
association (UML),1144,https://isotc211.geolexica.org/api/concepts#association_UML
component (UML),1145,https://isotc211.geolexica.org/api/concepts#component_UML
composition (UML),1146,https://isotc211.geolexica.org/api/concepts#composition_UML
constraint (UML),1147,https://isotc211.geolexica.org/api/concepts#constraint_UML
dependency (UML),1153,https://isotc211.geolexica.org/api/concepts#dependency_UML
profile (UML),1155,https://isotc211.geolexica.org/api/concepts#profile_UML
realization (UML),1156,https://isotc211.geolexica.org/api/concepts#realization_UML
stereotype (UML),1157,https://isotc211.geolexica.org/api/concepts#stereotype_UML
tagged value (UML),1158,https://isotc211.geolexica.org/api/concepts#tagged_value_UML
compression,1159,https://isotc211.geolexica.org/api/concepts#compression
compression service,1160,https://isotc211.geolexica.org/api/concepts#compression_service
conversion,1161,https://isotc211.geolexica.org/api/concepts#conversion
conversion service,1162,https://isotc211.geolexica.org/api/concepts#conversion_service
dynamic conversion,1164,https://isotc211.geolexica.org/api/concepts#dynamic_conversion
format,1165,https://isotc211.geolexica.org/api/concepts#format
geographic point location,1166,https://isotc211.geolexica.org/api/concepts#geographic_point_location
geographic point location representation,1167,https://isotc211.geolexica.org/api/concepts#geo_point_location_represent
static conversion,1168,https://isotc211.geolexica.org/api/concepts#static_conversion
attribute event,1169,https://isotc211.geolexica.org/api/concepts#attribute_event
attributed feature,1170,https://isotc211.geolexica.org/api/concepts#attributed_event
feature event,1171,https://isotc211.geolexica.org/api/concepts#feature_event
linear referencing,1172,https://isotc211.geolexica.org/api/concepts#linear_referencing
linear segment,1173,https://isotc211.geolexica.org/api/concepts#linear_segment
linearly located event,1174,https://isotc211.geolexica.org/api/concepts#linearly_located_event
linearly referenced location,1175,https://isotc211.geolexica.org/api/concepts#linearly_referenced_location
located feature,1176,https://isotc211.geolexica.org/api/concepts#located_feature
locating feature,1177,https://isotc211.geolexica.org/api/concepts#locating_feature
spatial position,1178,https://isotc211.geolexica.org/api/concepts#spatial_position
responsibility,1197,https://isotc211.geolexica.org/api/concepts#responsibility
access control,1206,https://isotc211.geolexica.org/api/concepts#access_control
agency,1207,https://isotc211.geolexica.org/api/concepts#agency
agent,1208,https://isotc211.geolexica.org/api/concepts#agent
authentication,1210,https://isotc211.geolexica.org/api/concepts#authentication
authorization,1211,https://isotc211.geolexica.org/api/concepts#authorization
bypass,1212,https://isotc211.geolexica.org/api/concepts#bypass
chain of agency,1213,https://isotc211.geolexica.org/api/concepts#chain_agency
chain of licence,1214,https://isotc211.geolexica.org/api/concepts#chain_licence
contract,1215,https://isotc211.geolexica.org/api/concepts#contract
copyleft,1216,https://isotc211.geolexica.org/api/concepts#copyleft
digital licence,1217,https://isotc211.geolexica.org/api/concepts#digital_licence
digital rights management,1218,https://isotc211.geolexica.org/api/concepts#digital_rights_management
expected risk,1219,https://isotc211.geolexica.org/api/concepts#expected_risk
fair use,1220,https://isotc211.geolexica.org/api/concepts#fair_use
general public licence,1221,https://isotc211.geolexica.org/api/concepts#general_public_licence
GeoDRM enabled,1222,https://isotc211.geolexica.org/api/concepts#GeoDRM_enabled
GeoDRM extended (applied to resources),1223,https://isotc211.geolexica.org/api/concepts#GeoDRM_extended
GeoLicence,1224,https://isotc211.geolexica.org/api/concepts#GeoLicence
GeoLicence resolution,1225,https://isotc211.geolexica.org/api/concepts#GeoLicence_resolution
GeoLicence infringement,1226,https://isotc211.geolexica.org/api/concepts#GeoLicence_infringement
infringement (of a licence),1227,https://isotc211.geolexica.org/api/concepts#infringement_licence
infringement (of a right),1228,https://isotc211.geolexica.org/api/concepts#infringement_right
joint ownership,1229,https://isotc211.geolexica.org/api/concepts#joint_ownership
lease,1230,https://isotc211.geolexica.org/api/concepts#lease
lend,1231,https://isotc211.geolexica.org/api/concepts#lend
licence,1232,https://isotc211.geolexica.org/api/concepts#licence
licence extents,1233,https://isotc211.geolexica.org/api/concepts#licence_extents
licence manager,1234,https://isotc211.geolexica.org/api/concepts#licence_manager
licensee,1235,https://isotc211.geolexica.org/api/concepts#licensee
licensing agent,1236,https://isotc211.geolexica.org/api/concepts#licensing_agent
licensor,1237,https://isotc211.geolexica.org/api/concepts#licensor
necessary,1240,https://isotc211.geolexica.org/api/concepts#necessary
owner,1241,https://isotc211.geolexica.org/api/concepts#owner
party,1242,https://isotc211.geolexica.org/api/concepts#party
payment provider,1243,https://isotc211.geolexica.org/api/concepts#payment_provider
persistent protection mechanism,1244,https://isotc211.geolexica.org/api/concepts#persistent_protection_mechanism
principal,1245,https://isotc211.geolexica.org/api/concepts#principal
protection,1246,https://isotc211.geolexica.org/api/concepts#protection
provenance,1247,https://isotc211.geolexica.org/api/concepts#provenance
resource (GeoDRM),1248,https://isotc211.geolexica.org/api/concepts#resource_GeoDRM
remediation,1249,https://isotc211.geolexica.org/api/concepts#remediation
right (GeoDRM),1250,https://isotc211.geolexica.org/api/concepts#right_GeoDRM
rights holder,1251,https://isotc211.geolexica.org/api/concepts#rights_holder
rights management (GeoDRM),1252,https://isotc211.geolexica.org/api/concepts#rights_management_GeoDRM
risk,1253,https://isotc211.geolexica.org/api/concepts#risk
sublicence,1254,https://isotc211.geolexica.org/api/concepts#sublicence
sublicensee,1255,https://isotc211.geolexica.org/api/concepts#sublicensee
sufficient,1256,https://isotc211.geolexica.org/api/concepts#sufficient
transaction,1257,https://isotc211.geolexica.org/api/concepts#transaction
trust,1258,https://isotc211.geolexica.org/api/concepts#trust
conditional feature portrayal function,1263,https://isotc211.geolexica.org/api/concepts#cond_feature_portrayal_func
feature portrayal function,1264,https://isotc211.geolexica.org/api/concepts#feature_portrayal_func
portrayal function,1269,https://isotc211.geolexica.org/api/concepts#portrayal_func
simple symbol,1272,https://isotc211.geolexica.org/api/concepts#simple_symbol
symbol,1273,https://isotc211.geolexica.org/api/concepts#symbol
symbol component,1274,https://isotc211.geolexica.org/api/concepts#symbol_component
symbol definition,1275,https://isotc211.geolexica.org/api/concepts#symbol_definition
symbol reference,1276,https://isotc211.geolexica.org/api/concepts#symbol_reference
error propagation,1278,https://isotc211.geolexica.org/api/concepts#error_propagation
cross-mapping,1279,https://isotc211.geolexica.org/api/concepts#cross_mapping
place,1280,https://isotc211.geolexica.org/api/concepts#place
administrative source,1286,https://isotc211.geolexica.org/api/concepts#administrative_source
boundary face string,1289,https://isotc211.geolexica.org/api/concepts#boundary_face_string
building unit,1290,https://isotc211.geolexica.org/api/concepts#building_unit
catalogue,1291,https://isotc211.geolexica.org/api/concepts#catalogue
converter,1293,https://isotc211.geolexica.org/api/concepts#converter
feature type,1296,https://isotc211.geolexica.org/api/concepts#feature_type
item,1298,https://isotc211.geolexica.org/api/concepts#item2
join predicate,1299,https://isotc211.geolexica.org/api/concepts#join_predicate
land administration,1300,https://isotc211.geolexica.org/api/concepts#land_administration
land cover metalanguage,1301,https://isotc211.geolexica.org/api/concepts#land_cover_metalanguage
liminal spatial unit,1302,https://isotc211.geolexica.org/api/concepts#liminal_spatial_unit
metaquality,1303,https://isotc211.geolexica.org/api/concepts#metaquality
observation procedure,1305,https://isotc211.geolexica.org/api/concepts#observation_procedure
observation protocol,1306,https://isotc211.geolexica.org/api/concepts#observation_protocol
observation result,1308,https://isotc211.geolexica.org/api/concepts#observation_result
computational viewpoint,1309,https://isotc211.geolexica.org/api/concepts#computational_viewpoint2
party member,1310,https://isotc211.geolexica.org/api/concepts#party_member
property type,1312,https://isotc211.geolexica.org/api/concepts#property_type
spatial source,1316,https://isotc211.geolexica.org/api/concepts#spatial_source
spatial unit group,1318,https://isotc211.geolexica.org/api/concepts#spatial_unit_group
parameterized feature portrayal function,1322,https://isotc211.geolexica.org/api/concepts#param_feature_portrayal_function
parameterized symbol,1323,https://isotc211.geolexica.org/api/concepts#parameterized_symbol
portrayal catalogue,1324,https://isotc211.geolexica.org/api/concepts#portrayal_catalogue2
portrayal context,1325,https://isotc211.geolexica.org/api/concepts#portrayal_context
portrayal function set,1326,https://isotc211.geolexica.org/api/concepts#portrayal_function_set
portrayal rule,1327,https://isotc211.geolexica.org/api/concepts#portrayal_rule2
render,1328,https://isotc211.geolexica.org/api/concepts#render
symbol set,1329,https://isotc211.geolexica.org/api/concepts#symbol_set
customer,1330,https://isotc211.geolexica.org/api/concepts#customer
process,1331,https://isotc211.geolexica.org/api/concepts#process
supplier,1332,https://isotc211.geolexica.org/api/concepts#supplier
join tuple,1333,https://isotc211.geolexica.org/api/concepts#join_tuple
local resource,1334,https://isotc211.geolexica.org/api/concepts#local_resource
locator attribute,1335,https://isotc211.geolexica.org/api/concepts#locator_attribute
Multipurpose Internet Mail Extensions (MIME) type,1336,https://isotc211.geolexica.org/api/concepts#MIME_type
Place Identifier,1337,https://isotc211.geolexica.org/api/concepts#Place_Identifier
Place Identifier application,1338,https://isotc211.geolexica.org/api/concepts#Place_Identifier_application
