term_id,URI,rdfs:label,rdf:Resource,rdf:type,dcterms:source,rdf-profile:engOrigin,rdf-profile:termID,skos:notation,skos:definition,skos:inScheme,skos:prefLabel,skos:altLabel,skos:note,rdf-profile:classification,rdf-profile:linked-data-api,rdf-profile:origin
203,https://osgeo.geolexica.org/concepts/203/,ISO IEC JTC 1/SC 24/WG 8,ISO_IEC_JTC_1_SC_24_WG_8,skos:Concept,,,,,,,,,,,,
204,https://osgeo.geolexica.org/concepts/204/,ISO SQL/MM,ISO_SQL_MM,skos:Concept,,,,,,,,,,,,
205,https://osgeo.geolexica.org/concepts/205/,ISO Technical Committee 204,ISO_Technical_Committee_204,skos:Concept,,,,,,,,,,,,
206,https://osgeo.geolexica.org/concepts/206/,ISO Technical Committee 211,ISO_Technical_Committee_211,skos:Concept,,,,,,,,,,,,
207,https://osgeo.geolexica.org/concepts/207/,Japan Aerospace Exploration Agency,Japan_Aerospace_Exploration_Agency,skos:Concept,,,,,,,,,,,,
208,https://osgeo.geolexica.org/concepts/208/,Java Advanced Imaging,Java_Advanced_Imaging,skos:Concept,,,,,,,,,,,,
209,https://osgeo.geolexica.org/concepts/209/,Java Database Connectivity,Java_Database_Connectivity,skos:Concept,,,,,,,,,,,,
210,https://osgeo.geolexica.org/concepts/210/,Java Messaging Service.,Java_Messaging_Service.,skos:Concept,,,,,,,,,,,,
211,https://osgeo.geolexica.org/concepts/211/,JavaScript Object Notation,JavaScript_Object_Notation,skos:Concept,,,,,,,,,,,,
212,https://osgeo.geolexica.org/concepts/212/,JavaServer Page Template Library,JavaServer_Page_Template_Library,skos:Concept,,,,,,,,,,,,
213,https://osgeo.geolexica.org/concepts/213/,JavaServer Pages,JavaServer_Pages,skos:Concept,,,,,,,,,,,,
214,https://osgeo.geolexica.org/concepts/214/,Joint Advisory Committee between OGC and ISO TC 211,Joint_Advisory_Committee_between_OGC_and_ISO_TC_211,skos:Concept,,,,,,,,,,,,
215,https://osgeo.geolexica.org/concepts/215/,Joint Photographics Group,Joint_Photographics_Group,skos:Concept,,,,,,,,,,,,
216,https://osgeo.geolexica.org/concepts/216/,Keyhole Markup Language,Keyhole_Markup_Language,skos:Concept,,,,,,,,,,,,
217,https://osgeo.geolexica.org/concepts/217/,Law Enforcement and Public Safety Domain Working Group,Law_Enforcement_and_Public_Safety_Domain_Working_Group,skos:Concept,,,,,,,,,,,,
218,https://osgeo.geolexica.org/concepts/218/,layer,layer,skos:Concept,,,,,,,,,,,,
219,https://osgeo.geolexica.org/concepts/219/,Level Of Detail,Level_Of_Detail,skos:Concept,,,,,,,,,,,,
220,https://osgeo.geolexica.org/concepts/220/,Light Detection and Ranging,Light_Detection_and_Ranging,skos:Concept,,,,,,,,,,,,
221,https://osgeo.geolexica.org/concepts/221/,Lightweight Directory Access Protocol,Lightweight_Directory_Access_Protocol,skos:Concept,,,,,,,,,,,,
222,https://osgeo.geolexica.org/concepts/222/,Local Organizing Committee,Local_Organizing_Committee,skos:Concept,,,,,,,,,,,,
223,https://osgeo.geolexica.org/concepts/223/,Location Based Service,Location_Based_Service,skos:Concept,,,,,,,,,,,,
224,https://osgeo.geolexica.org/concepts/224/,Location Organizer Folder,Location_Organizer_Folder,skos:Concept,,,,,,,,,,,,
225,https://osgeo.geolexica.org/concepts/225/,Location Services Domain Working Group,Location_Services_Domain_Working_Group,skos:Concept,,,,,,,,,,,,
226,https://osgeo.geolexica.org/concepts/226/,MAC address,MAC_address,skos:Concept,,,,,,,,,,,,
227,https://osgeo.geolexica.org/concepts/227/,map projection,map_projection,skos:Concept,,,,,,,,,,,,
228,https://osgeo.geolexica.org/concepts/228/,Mapfile,Mapfile,skos:Concept,,,,,,,,,,,,
229,https://osgeo.geolexica.org/concepts/229/,MapScript,MapScript,skos:Concept,,,,,,,,,,,,
230,https://osgeo.geolexica.org/concepts/230/,Media and Information Literacy,Media_and_Information_Literacy,skos:Concept,,,,,,,,,,,,
231,https://osgeo.geolexica.org/concepts/231/,Memorandum of Understanding,Memorandum_of_Understanding,skos:Concept,,,,,,,,,,,,
232,https://osgeo.geolexica.org/concepts/232/,Mercator,Mercator,skos:Concept,,,,,,,,,,,,
233,https://osgeo.geolexica.org/concepts/233/,metadata,metadata,skos:Concept,,,,,,,,,,,,
234,https://osgeo.geolexica.org/concepts/234/,metadata element,metadata_element,skos:Concept,,,,,,,,,,,,
235,https://osgeo.geolexica.org/concepts/235/,metadata entity,metadata_entity,skos:Concept,,,,,,,,,,,,
236,https://osgeo.geolexica.org/concepts/236/,Metadata Exchange Format,Metadata_Exchange_Format,skos:Concept,,,,,,,,,,,,
237,https://osgeo.geolexica.org/concepts/237/,Mobile Location Services Domian Working Group - merger of Mass Market and Location Services DWGs,Mobile_Location_Services_Domian_Working_Group_merger,skos:Concept,,,,,,,,,,,,
238,https://osgeo.geolexica.org/concepts/238/,Mortgage Information Standards Maintenance Organization,Mortgage_Information_Standards_Maintenance_Organization,skos:Concept,,,,,,,,,,,,
239,https://osgeo.geolexica.org/concepts/239/,mosaic,mosaic,skos:Concept,,,,,,,,,,,,
240,https://osgeo.geolexica.org/concepts/240/,namespace,namespace,skos:Concept,,,,,,,,,,,,
241,https://osgeo.geolexica.org/concepts/241/,National Center for Atmospheric Research,National_Center_for_Atmospheric_Research,skos:Concept,,,,,,,,,,,,
242,https://osgeo.geolexica.org/concepts/242/,National Center for Supercomputing Applications,National_Center_for_Supercomputing_Applications,skos:Concept,,,,,,,,,,,,
243,https://osgeo.geolexica.org/concepts/243/,National Elevation Dataset,National_Elevation_Dataset,skos:Concept,,,,,,,,,,,,
244,https://osgeo.geolexica.org/concepts/244/,National Geospatial Intelligence Agency,National_Geospatial_Intelligence_Agency,skos:Concept,,,,,,,,,,,,
245,https://osgeo.geolexica.org/concepts/245/,National Hydrologic Dataset,National_Hydrologic_Dataset,skos:Concept,,,,,,,,,,,,
246,https://osgeo.geolexica.org/concepts/246/,National Institute for Building Standards,National_Institute_for_Building_Standards,skos:Concept,,,,,,,,,,,,
247,https://osgeo.geolexica.org/concepts/247/,National Institute of Standards and Technology,National_Institute_of_Standards_and_Technology,skos:Concept,,,,,,,,,,,,
248,https://osgeo.geolexica.org/concepts/248/,National Land Cover Dataset,National_Land_Cover_Dataset,skos:Concept,,,,,,,,,,,,
249,https://osgeo.geolexica.org/concepts/249/,National Mapping Agency,National_Mapping_Agency,skos:Concept,,,,,,,,,,,,
250,https://osgeo.geolexica.org/concepts/250/,National Science Foundation,National_Science_Foundation,skos:Concept,,,,,,,,,,,,
251,https://osgeo.geolexica.org/concepts/251/,National Spatial Data Infrastructure,National_Spatial_Data_Infrastructure,skos:Concept,,,,,,,,,,,,
252,https://osgeo.geolexica.org/concepts/252/,Natural Resources and Environment,Natural_Resources_and_Environment,skos:Concept,,,,,,,,,,,,
253,https://osgeo.geolexica.org/concepts/253/,Net Centric Operations Infrastructure Committee,Net_Centric_Operations_Infrastructure_Committee,skos:Concept,,,,,,,,,,,,
254,https://osgeo.geolexica.org/concepts/254/,Network Common Data Form,Network_Common_Data_Form,skos:Concept,,,,,,,,,,,,
255,https://osgeo.geolexica.org/concepts/255/,Neutral Transfer Format,Neutral_Transfer_Format,skos:Concept,,,,,,,,,,,,
256,https://osgeo.geolexica.org/concepts/256/,NEw Partnership for African Development,NEw_Partnership_for_African_Development,skos:Concept,,,,,,,,,,,,
257,https://osgeo.geolexica.org/concepts/257/,nomenclator service,nomenclator_service,skos:Concept,,,,,,,,,,,,
258,https://osgeo.geolexica.org/concepts/258/,Non-Governmental Organization,NonGovernmental_Organization,skos:Concept,,,,,,,,,,,,
259,https://osgeo.geolexica.org/concepts/259/,North American Datum,North_American_Datum,skos:Concept,,,,,,,,,,,,
260,https://osgeo.geolexica.org/concepts/260/,Object Linking and Embedding/Common Object Model (Microsoft),Object_Linking_and_Embedding_Common_Object_Model_Microsoft,skos:Concept,,,,,,,,,,,,
261,https://osgeo.geolexica.org/concepts/261/,Object Management Group,Object_Management_Group,skos:Concept,,,,,,,,,,,,
262,https://osgeo.geolexica.org/concepts/262/,Object Oriented,Object_Oriented,skos:Concept,,,,,,,,,,,,
263,https://osgeo.geolexica.org/concepts/263/,Observations and Measurements,Observations_and_Measurements,skos:Concept,,,,,,,,,,,,
264,https://osgeo.geolexica.org/concepts/264/,Office of Spatial Data Management,Office_of_Spatial_Data_Management,skos:Concept,,,,,,,,,,,,
265,https://osgeo.geolexica.org/concepts/265/,OGC Architecture Board,OGC_Architecture_Board,skos:Concept,,,,,,,,,,,,
266,https://osgeo.geolexica.org/concepts/266/,OGC Australasia,OGC_Australasia,skos:Concept,,,,,,,,,,,,
267,https://osgeo.geolexica.org/concepts/267/,OGC Catalog Domain Working Group,OGC_Catalog_Domain_Working_Group,skos:Concept,,,,,,,,,,,,
268,https://osgeo.geolexica.org/concepts/268/,OGC Catalog Revision Standards Working Group,OGC_Catalog_Revision_Standards_Working_Group,skos:Concept,,,,,,,,,,,,
269,https://osgeo.geolexica.org/concepts/269/,OGC Catalogue Service Interface Standard,OGC_Catalogue_Service_Interface_Standard,skos:Concept,,,,,,,,,,,,
270,https://osgeo.geolexica.org/concepts/270/,OGC City Geography Markup Language (CityGML) Encoding Standard,OGC_City_Geography_Markup_Language_CityGML_Encoding_Standard,skos:Concept,,,,,,,,,,,,
271,https://osgeo.geolexica.org/concepts/271/,OGC Compliance and Interoperability Testing Initiative,OGC_Compliance_and_Interoperability_Testing_Initiative,skos:Concept,,,,,,,,,,,,
272,https://osgeo.geolexica.org/concepts/272/,OGC Coordinate Transformation Encoding Standard,OGC_Coordinate_Transformation_Encoding_Standard,skos:Concept,,,,,,,,,,,,
273,https://osgeo.geolexica.org/concepts/273/,OGC Coordinate Transformation Standards Working Group,OGC_Coordinate_Transformation_Standards_Working_Group,skos:Concept,,,,,,,,,,,,
274,https://osgeo.geolexica.org/concepts/274/,OGC Critical Infrastructure Protection Initiative,OGC_Critical_Infrastructure_Protection_Initiative,skos:Concept,,,,,,,,,,,,
275,https://osgeo.geolexica.org/concepts/275/,OGC ebXML RegRep SWG,OGC_ebXML_RegRep_SWG,skos:Concept,,,,,,,,,,,,
276,https://osgeo.geolexica.org/concepts/276/,OGC EC08 Pilot,OGC_EC08_Pilot,skos:Concept,,,,,,,,,,,,
277,https://osgeo.geolexica.org/concepts/277/,OGC Europe,OGC_Europe,skos:Concept,,,,,,,,,,,,
278,https://osgeo.geolexica.org/concepts/278/,OGC Filter Encoding Standard,OGC_Filter_Encoding_Standard,skos:Concept,,,,,,,,,,,,
279,https://osgeo.geolexica.org/concepts/279/,OGC GeoAPI Interface Standard,OGC_GeoAPI_Interface_Standard,skos:Concept,,,,,,,,,,,,
280,https://osgeo.geolexica.org/concepts/280/,OGC Geography Markup Language Encoding Standard,OGC_Geography_Markup_Language_Encoding_Standard,skos:Concept,,,,,,,,,,,,
281,https://osgeo.geolexica.org/concepts/281/,OGC Georeferenced Table Joining Service Encoding Standard,OGC_Georeferenced_Table_Joining_Service_Encoding_Standard,skos:Concept,,,,,,,,,,,,
282,https://osgeo.geolexica.org/concepts/282/,OGC Geospatial eXtensible Access Control Markup Language Standard,OGC_Geospatial_eXtensible_Access_Control_Markup_Language_Standard,skos:Concept,,,,,,,,,,,,
283,https://osgeo.geolexica.org/concepts/283/,OGC Geosync SWG,OGC_Geosync_SWG,skos:Concept,,,,,,,,,,,,
284,https://osgeo.geolexica.org/concepts/284/,OGC GMLJP2 1.1 SWG,OGC_GMLJP2_1_1_SWG,skos:Concept,,,,,,,,,,,,
285,https://osgeo.geolexica.org/concepts/285/,OGC Iberian and Latin-American Forum,OGC_Iberian_and_LatinAmerican_Forum,skos:Concept,,,,,,,,,,,,
286,https://osgeo.geolexica.org/concepts/286/,OGC Location Services,OGC_Location_Services,skos:Concept,,,,,,,,,,,,
287,https://osgeo.geolexica.org/concepts/287/,OGC Marketing & Communications Program,OGC_Marketing_Communications_Program,skos:Concept,,,,,,,,,,,,
288,https://osgeo.geolexica.org/concepts/288/,OGC Met Ocean DWG,OGC_Met_Ocean_DWG,skos:Concept,,,,,,,,,,,,
289,https://osgeo.geolexica.org/concepts/289/,OGC Military Pilot Project,OGC_Military_Pilot_Project,skos:Concept,,,,,,,,,,,,
290,https://osgeo.geolexica.org/concepts/290/,OGC Observations and Measurements Encoding Standard,OGC_Observations_and_Measurements_Encoding_Standard,skos:Concept,,,,,,,,,,,,
291,https://osgeo.geolexica.org/concepts/291/,OGC Outreach and Community Adoption,OGC_Outreach_and_Community_Adoption,skos:Concept,,,,,,,,,,,,
292,https://osgeo.geolexica.org/concepts/292/,OGC Reference Model,OGC_Reference_Model,skos:Concept,,,,,,,,,,,,
293,https://osgeo.geolexica.org/concepts/293/,OGC Sensor Model Language Encoding Standard,OGC_Sensor_Model_Language_Encoding_Standard,skos:Concept,,,,,,,,,,,,
294,https://osgeo.geolexica.org/concepts/294/,OGC Sensor Observation Service Interface Standard,OGC_Sensor_Observation_Service_Interface_Standard,skos:Concept,,,,,,,,,,,,
295,https://osgeo.geolexica.org/concepts/295/,OGC Sensor Web Enablement activity,OGC_Sensor_Web_Enablement_activity,skos:Concept,,,,,,,,,,,,
296,https://osgeo.geolexica.org/concepts/296/,OGC Simple Features for SQL,OGC_Simple_Features_for_SQL,skos:Concept,,,,,,,,,,,,
297,https://osgeo.geolexica.org/concepts/297/,OGC Simple FeaturesSQL Encoding Standard,OGC_Simple_FeaturesSQL_Encoding_Standard,skos:Concept,,,,,,,,,,,,
298,https://osgeo.geolexica.org/concepts/298/,OGC Strategic Member Advisory Committee,OGC_Strategic_Member_Advisory_Committee,skos:Concept,,,,,,,,,,,,
299,https://osgeo.geolexica.org/concepts/299/,OGC Transducer Markup Language Encoding Standard (retired),OGC_Transducer_Markup_Language_Encoding_Standard_retired,skos:Concept,,,,,,,,,,,,
300,https://osgeo.geolexica.org/concepts/300/,OGC Web Coordinate Transformation Service Interface Standard,OGC_Web_Coordinate_Transformation_Service_Interface_Standard,skos:Concept,,,,,,,,,,,,
301,https://osgeo.geolexica.org/concepts/301/,OGC Web Coverage Processing Service Interface Standard,OGC_Web_Coverage_Processing_Service_Interface_Standard,skos:Concept,,,,,,,,,,,,
302,https://osgeo.geolexica.org/concepts/302/,OGC Web Coverage Service Interface Standard,OGC_Web_Coverage_Service_Interface_Standard,skos:Concept,,,,,,,,,,,,
303,https://osgeo.geolexica.org/concepts/303/,OGC Web Feature Service Interface Standard,OGC_Web_Feature_Service_Interface_Standard,skos:Concept,,,,,,,,,,,,
304,https://osgeo.geolexica.org/concepts/304/,OGC Web Map Context Encoding Standard,OGC_Web_Map_Context_Encoding_Standard,skos:Concept,,,,,,,,,,,,
305,https://osgeo.geolexica.org/concepts/305/,OGC Web Map Service Interface Standard,OGC_Web_Map_Service_Interface_Standard,skos:Concept,,,,,,,,,,,,
306,https://osgeo.geolexica.org/concepts/306/,OGC Web Map Tile Service Interface Standard,OGC_Web_Map_Tile_Service_Interface_Standard,skos:Concept,,,,,,,,,,,,
307,https://osgeo.geolexica.org/concepts/307/,OGC Web Processing Service Interface Standard,OGC_Web_Processing_Service_Interface_Standard,skos:Concept,,,,,,,,,,,,
308,https://osgeo.geolexica.org/concepts/308/,OGC Web Service Common Interface Standard,OGC_Web_Service_Common_Interface_Standard,skos:Concept,,,,,,,,,,,,
309,https://osgeo.geolexica.org/concepts/309/,OGC Web Services,OGC_Web_Services,skos:Concept,,,,,,,,,,,,
310,https://osgeo.geolexica.org/concepts/310/,OGC Web Services Common,OGC_Web_Services_Common,skos:Concept,,,,,,,,,,,,
311,https://osgeo.geolexica.org/concepts/311/,OGC's Multi-Hazard Mapping Initiative (MMI) Phase I (2001),OGC_MultiHazard_Mapping_Initiative_MMI_Phase_I_2001,skos:Concept,,,,,,,,,,,,
312,https://osgeo.geolexica.org/concepts/312/,OGR is the vector data access portion of the GDAL library. It provides access to a multitude of data formats.,OGR_vector_data_access_portion_of_the_GDAL_library,skos:Concept,,,,,,,,,,,,
313,https://osgeo.geolexica.org/concepts/313/,Open Archive Initiative Protocol for Metadata Harvesting,Open_Archive_Initiative_Protocol_for_Metadata_Harvesting,skos:Concept,,,,,,,,,,,,
314,https://osgeo.geolexica.org/concepts/314/,Open Educational Resources,Open_Educational_Resources,skos:Concept,,,,,,,,,,,,
315,https://osgeo.geolexica.org/concepts/315/,Open GeoSMS,Open_GeoSMS,skos:Concept,,,,,,,,,,,,
316,https://osgeo.geolexica.org/concepts/316/,Open Geospatial Consortium,Open_Geospatial_Consortium,skos:Concept,,,,,,,,,,,,
317,https://osgeo.geolexica.org/concepts/317/,Open Grid Forum,Open_Grid_Forum,skos:Concept,,,,,,,,,,,,
318,https://osgeo.geolexica.org/concepts/318/,Open Mobile Alliance,Open_Mobile_Alliance,skos:Concept,,,,,,,,,,,,
319,https://osgeo.geolexica.org/concepts/319/,Open Standards Consortium for Real Estate,Open_Standards_Consortium_for_Real_Estate,skos:Concept,,,,,,,,,,,,
320,https://osgeo.geolexica.org/concepts/320/,OpenLayers,OpenLayers,skos:Concept,,,,,,,,,,,,
321,https://osgeo.geolexica.org/concepts/321/,OpenLS,OpenLS,skos:Concept,,,,,,,,,,,,
322,https://osgeo.geolexica.org/concepts/322/,OpenStreetMap,OpenStreetMap,skos:Concept,,,,,,,,,,,,
323,https://osgeo.geolexica.org/concepts/323/,Ordering Services Framework for Earth Observation Products,Ordering_Services_Framework_for_Earth_Observation_Products,skos:Concept,,,,,,,,,,,,
324,https://osgeo.geolexica.org/concepts/324/,Orfeo Tool Box,Orfeo_Tool_Box,skos:Concept,,,,,,,,,,,,
325,https://osgeo.geolexica.org/concepts/325/,Organisation for Economic Co-Operation and Development,Organisation_for_Economic_CoOperation_and_Development,skos:Concept,,,,,,,,,,,,
326,https://osgeo.geolexica.org/concepts/326/,Organization for the Advancement of Structured Information Standards,Organization_for_the_Advancement_of_Structured_Information_Standards,skos:Concept,,,,,,,,,,,,
327,https://osgeo.geolexica.org/concepts/327/,OWS Common 1.2 SWG,OWS_Common_1_2_SWG,skos:Concept,,,,,,,,,,,,
328,https://osgeo.geolexica.org/concepts/328/,OWS Context SWG,OWS_Context_SWG,skos:Concept,,,,,,,,,,,,
329,https://osgeo.geolexica.org/concepts/329/,Pan American Institute of Geography and History,Pan_American_Institute_of_Geography_and_History,skos:Concept,,,,,,,,,,,,
330,https://osgeo.geolexica.org/concepts/330/,Planning Committee,Planning_Committee,skos:Concept,,,,,,,,,,,,
331,https://osgeo.geolexica.org/concepts/331/,Policies and Procedures,Policies_and_Procedures,skos:Concept,,,,,,,,,,,,
332,https://osgeo.geolexica.org/concepts/332/,Portable Network Graphic,Portable_Network_Graphic,skos:Concept,,,,,,,,,,,,
333,https://osgeo.geolexica.org/concepts/333/,PROJ,PROJ,skos:Concept,,,,,,,,,,,,
334,https://osgeo.geolexica.org/concepts/334/,Public Participation in Geographic Information Systems,Public_Participation_in_Geographic_Information_Systems,skos:Concept,,,,,,,,,,,,
335,https://osgeo.geolexica.org/concepts/335/,Public Participation in Scientific Research,Public_Participation_in_Scientific_Research,skos:Concept,,,,,,,,,,,,
336,https://osgeo.geolexica.org/concepts/336/,PubSub SWG,PubSub_SWG,skos:Concept,,,,,,,,,,,,
337,https://osgeo.geolexica.org/concepts/337/,PUCK,PUCK,skos:Concept,,,,,,,,,,,,
338,https://osgeo.geolexica.org/concepts/338/,raster,raster,skos:Concept,,,,,,,,,,,,
339,https://osgeo.geolexica.org/concepts/339/,raster layer,raster_layer,skos:Concept,,,,,,,,,,,,
340,https://osgeo.geolexica.org/concepts/340/,reference frame,reference_frame,skos:Concept,,,,,,,,,,,,
341,https://osgeo.geolexica.org/concepts/341/,Reference Model for Open Distributed Processing,Reference_Model_for_Open_Distributed_Processing,skos:Concept,,,,,,,,,,,,
342,https://osgeo.geolexica.org/concepts/342/,Regional Centre for Mapping of Resources for Development,Regional_Centre_for_Mapping_of_Resources_for_Development,skos:Concept,,,,,,,,,,,,
343,https://osgeo.geolexica.org/concepts/343/,Regional Universities Forum for capacity building in agriculture,Regional_Universities_Forum_for_capacity_building_in_agriculture,skos:Concept,,,,,,,,,,,,
344,https://osgeo.geolexica.org/concepts/344/,Remote Procedure Call,Remote_Procedure_Call,skos:Concept,,,,,,,,,,,,
345,https://osgeo.geolexica.org/concepts/345/,REpresentational State Transfer programming style,REpresentational_State_Transfer_programming_style,skos:Concept,,,,,,,,,,,,
346,https://osgeo.geolexica.org/concepts/346/,"REpresentational State Transfer. An open, resource-oriented model for implementing Web services.",REpresentational_State_Transfer,skos:Concept,,,,,,,,,,,,
347,https://osgeo.geolexica.org/concepts/347/,Request for Comment,Request_for_Comment,skos:Concept,,,,,,,,,,,,
348,https://osgeo.geolexica.org/concepts/348/,Request for Information,Request_for_Information,skos:Concept,,,,,,,,,,,,
349,https://osgeo.geolexica.org/concepts/349/,Request for Participation,Request_for_Participation,skos:Concept,,,,,,,,,,,,
350,https://osgeo.geolexica.org/concepts/350/,Request for Proposals,Request_for_Proposals,skos:Concept,,,,,,,,,,,,
351,https://osgeo.geolexica.org/concepts/351/,Request for Technology,Request_for_Technology,skos:Concept,,,,,,,,,,,,
352,https://osgeo.geolexica.org/concepts/352/,Research and Technology Development (Europe),Research_and_Technology_Development_Europe,skos:Concept,,,,,,,,,,,,
353,https://osgeo.geolexica.org/concepts/353/,Research Data Alliance,Research_Data_Alliance,skos:Concept,,,,,,,,,,,,
354,https://osgeo.geolexica.org/concepts/354/,Risk and Crisis Management,Risk_and_Crisis_Management,skos:Concept,,,,,,,,,,,,
355,https://osgeo.geolexica.org/concepts/355/,Russian Federal Service for Hydrometeorologyand Enviromental Monitoring,Russian_Federal_Service_for_Hydrometeorologyand_Enviromental_Monitoring,skos:Concept,,,,,,,,,,,,
356,https://osgeo.geolexica.org/concepts/356/,Scalable Vector Graphics,Scalable_Vector_Graphics,skos:Concept,,,,,,,,,,,,
357,https://osgeo.geolexica.org/concepts/357/,"scale, of a map",scale_of_a_map,skos:Concept,,,,,,,,,,,,
358,https://osgeo.geolexica.org/concepts/358/,Science Technology Innovation Strategy for Africa,Science_Technology_Innovation_Strategy_for_Africa,skos:Concept,,,,,,,,,,,,
359,https://osgeo.geolexica.org/concepts/359/,Sensor Web Enablement Common Data Model,Sensor_Web_Enablement_Common_Data_Model,skos:Concept,,,,,,,,,,,,
360,https://osgeo.geolexica.org/concepts/360/,Sensors Anywhere Consortium,Sensors_Anywhere_Consortium,skos:Concept,,,,,,,,,,,,
361,https://osgeo.geolexica.org/concepts/361/,Services Oriented Architecture,Services_Oriented_Architecture,skos:Concept,,,,,,,,,,,,
362,https://osgeo.geolexica.org/concepts/362/,Shapefile,Shapefile,skos:Concept,,,,,,,,,,,,
363,https://osgeo.geolexica.org/concepts/363/,Shibboleth,Shibboleth,skos:Concept,,,,,,,,,,,,
364,https://osgeo.geolexica.org/concepts/364/,Shockwave Flash format,Shockwave_Flash_format,skos:Concept,,,,,,,,,,,,
365,https://osgeo.geolexica.org/concepts/365/,Short Term Scientific Missions,Short_Term_Scientific_Missions,skos:Concept,,,,,,,,,,,,
366,https://osgeo.geolexica.org/concepts/366/,SIGTE,SIGTE,skos:Concept,,,,,,,,,,,,
367,https://osgeo.geolexica.org/concepts/367/,Simple Features,Simple_Features,skos:Concept,,,,,,,,,,,,
368,https://osgeo.geolexica.org/concepts/368/,Simple Features CORBA,Simple_Features_CORBA,skos:Concept,,,,,,,,,,,,
369,https://osgeo.geolexica.org/concepts/369/,Simple Features OLE/COM,Simple_Features_OLE_COM,skos:Concept,,,,,,,,,,,,
370,https://osgeo.geolexica.org/concepts/370/,Simple Knowledge Organisation Systems,Simple_Knowledge_Organisation_Systems,skos:Concept,,,,,,,,,,,,
371,https://osgeo.geolexica.org/concepts/371/,Simple Mail Transfer Protocol,Simple_Mail_Transfer_Protocol,skos:Concept,,,,,,,,,,,,
372,https://osgeo.geolexica.org/concepts/372/,Simple Object Access Protocol,Simple_Object_Access_Protocol,skos:Concept,,,,,,,,,,,,
373,https://osgeo.geolexica.org/concepts/373/,Simplified Wrapper Interface Generator,Simplified_Wrapper_Interface_Generator,skos:Concept,,,,,,,,,,,,
374,https://osgeo.geolexica.org/concepts/374/,Small or Medium Sized Enterprise,Small_or_Medium_Sized_Enterprise,skos:Concept,,,,,,,,,,,,
375,https://osgeo.geolexica.org/concepts/375/,Software as a Service,Software_as_a_Service,skos:Concept,,,,,,,,,,,,
376,https://osgeo.geolexica.org/concepts/376/,SP,SP,skos:Concept,,,,,,,,,,,,
377,https://osgeo.geolexica.org/concepts/377/,Spatial Data Infrastructure,Spatial_Data_Infrastructure,skos:Concept,,,,,,,,,,,,
378,https://osgeo.geolexica.org/concepts/378/,Spatial Data Transfer Standard,Spatial_Data_Transfer_Standard,skos:Concept,,,,,,,,,,,,
379,https://osgeo.geolexica.org/concepts/379/,Spatial reference ID,Spatial_reference_ID,skos:Concept,,,,,,,,,,,,
380,https://osgeo.geolexica.org/concepts/380/,Spatial reference system,Spatial_reference_system,skos:Concept,,,,,,,,,,,,
381,https://osgeo.geolexica.org/concepts/381/,Special Activity Airspace Pilot,Special_Activity_Airspace_Pilot,skos:Concept,,,,,,,,,,,,
382,https://osgeo.geolexica.org/concepts/382/,Special Interest Group,Special_Interest_Group,skos:Concept,,,,,,,,,,,,
383,https://osgeo.geolexica.org/concepts/383/,spherical mercator,spherical_mercator,skos:Concept,,,,,,,,,,,,
384,https://osgeo.geolexica.org/concepts/384/,SPIDER,SPIDER,skos:Concept,,,,,,,,,,,,
385,https://osgeo.geolexica.org/concepts/385/,spindle,spindle,skos:Concept,,,,,,,,,,,,
386,https://osgeo.geolexica.org/concepts/386/,SQL Multimedia and Application Packages,SQL_Multimedia_and_Application_Packages,skos:Concept,,,,,,,,,,,,
387,https://osgeo.geolexica.org/concepts/387/,Standard Interchange Format,Standard_Interchange_Format,skos:Concept,,,,,,,,,,,,
388,https://osgeo.geolexica.org/concepts/388/,Standards based Commercial Off-The-Shelf software,Standards_based_Commercial_OffTheShelf_software,skos:Concept,,,,,,,,,,,,
389,https://osgeo.geolexica.org/concepts/389/,Standards Working Group,Standards_Working_Group,skos:Concept,,,,,,,,,,,,
390,https://osgeo.geolexica.org/concepts/390/,Structured Query Language,Structured_Query_Language,skos:Concept,,,,,,,,,,,,
391,https://osgeo.geolexica.org/concepts/391/,Styled Layer Descriptor,Styled_Layer_Descriptor,skos:Concept,,,,,,,,,,,,
392,https://osgeo.geolexica.org/concepts/392/,Sustainable Development Goal,Sustainable_Development_Goal,skos:Concept,,,,,,,,,,,,
393,https://osgeo.geolexica.org/concepts/393/,Symbology Encoding,Symbology_Encoding,skos:Concept,,,,,,,,,,,,
394,https://osgeo.geolexica.org/concepts/394/,Synthetic Aperture Radar,Synthetic_Aperture_Radar,skos:Concept,,,,,,,,,,,,
395,https://osgeo.geolexica.org/concepts/395/,Tagged Image File Format,Tagged_Image_File_Format,skos:Concept,,,,,,,,,,,,
396,https://osgeo.geolexica.org/concepts/396/,Taxonomic Data Working Group,Taxonomic_Data_Working_Group,skos:Concept,,,,,,,,,,,,
397,https://osgeo.geolexica.org/concepts/397/,Technical Committee,Technical_Committee,skos:Concept,,,,,,,,,,,,
398,https://osgeo.geolexica.org/concepts/398/,Technical Committee Policies and Procedures,Technical_Committee_Policies_and_Procedures,skos:Concept,,,,,,,,,,,,
399,https://osgeo.geolexica.org/concepts/399/,Test Driven Development.,Test_Driven_Development.,skos:Concept,,,,,,,,,,,,
400,https://osgeo.geolexica.org/concepts/400/,"Test, Evaluation, And Measurement Engine","Test_Evaluation,_And_Measurement_Engine",skos:Concept,,,,,,,,,,,,
